,日期,最高温度,最低温度,天气,风向,风力,aqi,aqiinfo,aqilevel,city
2021-03-17,2021-03-17,3℃,-18℃,阴~多云,西北风,2级,8,优,1,大兴安岭
2021-03-18,2021-03-18,4℃,-17℃,多云,西北风,2级,8,优,1,大兴安岭
2021-03-19,2021-03-19,2℃,-9℃,阴~多云,西北风,1级,8,优,1,大兴安岭
2021-03-20,2021-03-20,1℃,-10℃,阴~小雪,东北风,1级,8,优,1,大兴安岭
2021-03-21,2021-03-21,3℃,-13℃,多云,西风,2级,8,优,1,大兴安岭
2021-03-22,2021-03-22,8℃,-5℃,多云,西南风,2级,8,优,1,大兴安岭
2021-03-23,2021-03-23,5℃,-10℃,多云,西北风,2级,8,优,1,大兴安岭
2021-03-24,2021-03-24,6℃,-9℃,阴~晴,西南风,2级,8,优,1,大兴安岭
2021-03-25,2021-03-25,9℃,-9℃,阴~多云,西风,1级,8,优,1,大兴安岭
2021-03-26,2021-03-26,3℃,-2℃,阴~雨夹雪,东南风,微风,8,优,1,大兴安岭
2021-03-27,2021-03-27,4℃,-2℃,阴~多云,东南风,1级,8,优,1,大兴安岭
2021-03-28,2021-03-28,3℃,1℃,雨夹雪~小雨,东风,3级,8,优,1,大兴安岭
2021-03-29,2021-03-29,4℃,-8℃,雨夹雪~多云,西北风,2级,8,优,1,大兴安岭
2021-03-30,2021-03-30,8℃,-3℃,多云,西北风,2级,8,优,1,大兴安岭
2021-03-31,2021-03-31,12℃,-1℃,晴,西南风,2级,8,优,1,大兴安岭
2021-03-13,2021-03-13,3,-12,,,,,,,
2021-03-01,2021-03-01,,,,,,,,,
2021-03-01,2021-03-01,-10℃,-28℃,多云,西北风,2级,30,优,1,黑河
2021-03-02,2021-03-02,-14℃,-19℃,多云,东南风,微风,49,优,1,黑河
2021-03-03,2021-03-03,-3℃,-17℃,阴~多云,南风,微风,53,良,2,黑河
2021-03-04,2021-03-04,-5℃,-23℃,阴~小雪,西北风,3级,66,良,2,黑河
2021-03-05,2021-03-05,-14℃,-25℃,多云~晴,西北风,4级,27,优,1,黑河
2021-03-06,2021-03-06,-7℃,-18℃,晴~多云,西风,微风,26,优,1,黑河
2021-03-07,2021-03-07,-5℃,-17℃,阴~多云,西风,2级,30,优,1,黑河
2021-03-08,2021-03-08,1℃,-8℃,多云~阵雪,南风,3级,37,优,1,黑河
2021-03-09,2021-03-09,0℃,-13℃,阴~多云,西北风,4级,39,优,1,黑河
2021-03-10,2021-03-10,3℃,-10℃,阴~晴,西南风,3级,31,优,1,黑河
2021-03-11,2021-03-11,4℃,-10℃,多云~晴,西北风,2级,31,优,1,黑河
2021-03-12,2021-03-12,8℃,-6℃,多云~晴,西南风,微风,26,优,1,黑河
2021-03-13,2021-03-13,10℃,-2℃,阴~多云,西南风,3级,29,优,1,黑河
2021-03-14,2021-03-14,14℃,2℃,晴~小雨,南风,3级,54,良,2,黑河
2021-03-15,2021-03-15,7℃,-11℃,雨夹雪~小雪,南风,4级,79,良,2,黑河
2021-03-16,2021-03-16,-4℃,-11℃,阴~多云,西北风,微风,43,优,1,黑河
2021-03-17,2021-03-17,1℃,-9℃,晴,西北风,3级,27,优,1,黑河
2021-03-18,2021-03-18,3℃,-9℃,多云~晴,西北风,微风,27,优,1,黑河
2021-03-19,2021-03-19,2℃,-8℃,多云,西北风,2级,28,优,1,黑河
2021-03-20,2021-03-20,2℃,-7℃,多云,东北风,2级,42,优,1,黑河
2021-03-21,2021-03-21,4℃,-8℃,晴~多云,西北风,2级,39,优,1,黑河
2021-03-22,2021-03-22,7℃,-3℃,多云,西风,2级,28,优,1,黑河
2021-03-23,2021-03-23,3℃,-10℃,多云,西北风,3级,36,优,1,黑河
2021-03-24,2021-03-24,7℃,-6℃,多云,西南风,2级,26,优,1,黑河
2021-03-25,2021-03-25,6℃,-6℃,小雨~多云,南风,2级,31,优,1,黑河
2021-03-26,2021-03-26,6℃,-1℃,雾~雨夹雪,东南风,3级,25,优,1,黑河
2021-03-27,2021-03-27,2℃,-1℃,小雪~阴,东南风,2级,38,优,1,黑河
2021-03-28,2021-03-28,5℃,2℃,阴~中雨,东南风,3级,31,优,1,黑河
2021-03-29,2021-03-29,4℃,1℃,雨夹雪~多云,东北风,3级,25,优,1,黑河
2021-03-30,2021-03-30,9℃,-3℃,阴~晴,西北风,4级,27,优,1,黑河
2021-03-31,2021-03-31,11℃,-1℃,晴,西北风,3级,26,优,1,黑河
2021-03-14,2021-03-14,2,-9,,,,,,,
2021-03-01,2021-03-01,,,,,,,,,
2021-03-01,2021-03-01,-6℃,-16℃,晴~多云,西北风,微风,34,优,1,齐齐哈尔
2021-03-02,2021-03-02,-3℃,-10℃,晴~多云,东南风,3级,42,优,1,齐齐哈尔
2021-03-03,2021-03-03,0℃,-10℃,多云,东南风,2级,59,良,2,齐齐哈尔
2021-03-04,2021-03-04,5℃,-17℃,阴~多云,西北风,3级,97,良,2,齐齐哈尔
2021-03-05,2021-03-05,-8℃,-18℃,晴,西北风,4级,55,良,2,齐齐哈尔
2021-03-06,2021-03-06,-5℃,-13℃,晴~多云,西南风,3级,35,优,1,齐齐哈尔
2021-03-07,2021-03-07,6℃,-9℃,晴~多云,西风,3级,42,优,1,齐齐哈尔
2021-03-08,2021-03-08,8℃,-2℃,多云~晴,西南风,3级,70,良,2,齐齐哈尔
2021-03-09,2021-03-09,5℃,-7℃,晴~多云,西北风,4级,94,良,2,齐齐哈尔
2021-03-10,2021-03-10,9℃,-5℃,多云~晴,西南风,3级,74,良,2,齐齐哈尔
2021-03-11,2021-03-11,8℃,-4℃,晴,北风,微风,45,优,1,齐齐哈尔
2021-03-12,2021-03-12,10℃,-4℃,晴,西南风,2级,63,良,2,齐齐哈尔
2021-03-13,2021-03-13,13℃,-2℃,多云,西南风,3级,89,良,2,齐齐哈尔
2021-03-14,2021-03-14,15℃,-3℃,多云~小雨,西南风,4级,112,轻度污染,3,齐齐哈尔
2021-03-15,2021-03-15,7℃,-7℃,扬沙~多云,西南风,6级,163,中度污染,4,齐齐哈尔
2021-03-16,2021-03-16,4℃,-8℃,晴,西北风,4级,45,优,1,齐齐哈尔
2021-03-17,2021-03-17,5℃,-5℃,晴,西北风,2级,44,优,1,齐齐哈尔
2021-03-18,2021-03-18,7℃,-3℃,晴~多云,西北风,3级,42,优,1,齐齐哈尔
2021-03-19,2021-03-19,7℃,-3℃,阴,东南风,2级,63,良,2,齐齐哈尔
2021-03-20,2021-03-20,6℃,-6℃,阴~多云,东北风,3级,78,良,2,齐齐哈尔
2021-03-21,2021-03-21,6℃,-4℃,多云,西北风,3级,56,良,2,齐齐哈尔
2021-03-22,2021-03-22,9℃,-1℃,阴~晴,西南风,3级,45,优,1,齐齐哈尔
2021-03-23,2021-03-23,13℃,-3℃,多云,西北风,3级,43,优,1,齐齐哈尔
2021-03-24,2021-03-24,11℃,-1℃,多云,南风,2级,48,优,1,齐齐哈尔
2021-03-25,2021-03-25,11℃,-2℃,多云~阴,东风,微风,47,优,1,齐齐哈尔
2021-03-26,2021-03-26,4℃,-1℃,阴~晴,东南风,3级,49,优,1,齐齐哈尔
2021-03-27,2021-03-27,13℃,2℃,雾~多云,西南风,3级,53,良,2,齐齐哈尔
2021-03-28,2021-03-28,10℃,1℃,阴~小雨,东南风,4级,94,良,2,齐齐哈尔
2021-03-29,2021-03-29,6℃,1℃,小雨~多云,西北风,3级,73,良,2,齐齐哈尔
2021-03-30,2021-03-30,11℃,-1℃,多云,西北风,微风,27,优,1,齐齐哈尔
2021-03-31,2021-03-31,14℃,0℃,多云~晴,东北风,2级,45,优,1,齐齐哈尔
2021-03-14,2021-03-14,6,-5,,,,,,,
2021-03-05,2021-03-05,,,,,,,,,
2021-03-01,2021-03-01,-8℃,-28℃,晴,西风,1级,29,优,1,伊春
2021-03-02,2021-03-02,-7℃,-21℃,多云,西南风,1级,29,优,1,伊春
2021-03-03,2021-03-03,0℃,-12℃,阴,东南风,2级,42,优,1,伊春
2021-03-04,2021-03-04,2℃,-19℃,阴~小雪,西南风,2级,75,良,2,伊春
2021-03-05,2021-03-05,-13℃,-28℃,多云~晴,西北风,3级,34,优,1,伊春
2021-03-06,2021-03-06,-9℃,-24℃,晴,西南风,微风,26,优,1,伊春
2021-03-07,2021-03-07,-4℃,-18℃,多云~晴,西南风,2级,42,优,1,伊春
2021-03-08,2021-03-08,5℃,-7℃,晴~多云,西南风,2级,41,优,1,伊春
2021-03-09,2021-03-09,1℃,-19℃,阴~晴,西风,3级,71,良,2,伊春
2021-03-10,2021-03-10,3℃,-13℃,多云~晴,西南风,2级,25,优,1,伊春
2021-03-11,2021-03-11,5℃,-13℃,晴,西北风,1级,31,优,1,伊春
2021-03-12,2021-03-12,7℃,-11℃,晴,西南风,1级,25,优,1,伊春
2021-03-13,2021-03-13,8℃,-7℃,晴,西南风,2级,29,优,1,伊春
2021-03-14,2021-03-14,12℃,-1℃,晴~多云,西南风,2级,38,优,1,伊春
2021-03-15,2021-03-15,9℃,-9℃,阴~阵雪,南风,3级,68,良,2,伊春
2021-03-16,2021-03-16,-2℃,-12℃,阴~多云,西北风,3级,69,良,2,伊春
2021-03-17,2021-03-17,2℃,-13℃,多云~晴,西风,2级,23,优,1,伊春
2021-03-18,2021-03-18,6℃,-10℃,晴,西北风,2级,21,优,1,伊春
2021-03-19,2021-03-19,5℃,-7℃,阴,西北风,1级,23,优,1,伊春
2021-03-20,2021-03-20,3℃,-4℃,阴~大雪,东风,2级,26,优,1,伊春
2021-03-21,2021-03-21,0℃,-9℃,阴~多云,北风,微风,30,优,1,伊春
2021-03-22,2021-03-22,4℃,-5℃,多云~晴,西风,微风,27,优,1,伊春
2021-03-23,2021-03-23,9℃,-8℃,多云~晴,西北风,2级,25,优,1,伊春
2021-03-24,2021-03-24,6℃,-4℃,多云,东风,1级,25,优,1,伊春
2021-03-25,2021-03-25,8℃,-5℃,阴~雨夹雪,东南风,1级,37,优,1,伊春
2021-03-26,2021-03-26,8℃,0℃,阴~小雨,东南风,微风,36,优,1,伊春
2021-03-27,2021-03-27,9℃,-1℃,阴~多云,东南风,2级,51,良,2,伊春
2021-03-28,2021-03-28,7℃,2℃,阴~小雨,东南风,2级,48,优,1,伊春
2021-03-29,2021-03-29,6℃,1℃,阴~小雨,南风,微风,33,优,1,伊春
2021-03-30,2021-03-30,6℃,-3℃,阴~多云,西北风,2级,24,优,1,伊春
2021-03-31,2021-03-31,12℃,-4℃,多云~晴,西北风,2级,23,优,1,伊春
2021-03-14,2021-03-14,3,-10,,,,,,,
2021-03-05,2021-03-05,,,,,,,,,
2021-03-01,2021-03-01,-9℃,-27℃,多云~晴,西南风,1级,35,优,1,鹤岗
2021-03-02,2021-03-02,-8℃,-22℃,晴,西南风,2级,41,优,1,鹤岗
2021-03-03,2021-03-03,-7℃,-13℃,阴~小雪,东南风,2级,56,良,2,鹤岗
2021-03-04,2021-03-04,-2℃,-17℃,阴~中雪,西南风,微风,66,良,2,鹤岗
2021-03-05,2021-03-05,-11℃,-24℃,阴~晴,西北风,4级,47,优,1,鹤岗
2021-03-06,2021-03-06,-6℃,-20℃,晴~多云,西风,微风,29,优,1,鹤岗
2021-03-07,2021-03-07,-3℃,-19℃,阴~晴,西南风,微风,47,优,1,鹤岗
2021-03-08,2021-03-08,-1℃,-9℃,晴~多云,西南风,2级,57,良,2,鹤岗
2021-03-09,2021-03-09,4℃,-9℃,多云~晴,西风,3级,62,良,2,鹤岗
2021-03-10,2021-03-10,3℃,-10℃,多云~晴,西南风,微风,34,优,1,鹤岗
2021-03-11,2021-03-11,7℃,-14℃,晴,西北风,微风,34,优,1,鹤岗
2021-03-12,2021-03-12,7℃,-10℃,晴,西南风,2级,40,优,1,鹤岗
2021-03-13,2021-03-13,11℃,-9℃,晴,西南风,2级,46,优,1,鹤岗
2021-03-14,2021-03-14,10℃,-6℃,晴~多云,西南风,2级,54,良,2,鹤岗
2021-03-15,2021-03-15,7℃,-9℃,小雨~小雪,西南风,3级,68,良,2,鹤岗
2021-03-16,2021-03-16,1℃,-6℃,小雪~多云,西北风,3级,99,良,2,鹤岗
2021-03-17,2021-03-17,4℃,-7℃,多云~晴,西北风,2级,27,优,1,鹤岗
2021-03-18,2021-03-18,6℃,-10℃,多云,西北风,2级,31,优,1,鹤岗
2021-03-19,2021-03-19,6℃,-8℃,阴~多云,西北风,1级,36,优,1,鹤岗
2021-03-20,2021-03-20,1℃,-2℃,雨夹雪~暴雪,东北风,微风,32,优,1,鹤岗
2021-03-21,2021-03-21,0℃,-6℃,大雪~多云,东北风,3级,25,优,1,鹤岗
2021-03-22,2021-03-22,5℃,-8℃,晴~多云,西北风,3级,29,优,1,鹤岗
2021-03-23,2021-03-23,10℃,-10℃,阴~晴,西风,3级,42,优,1,鹤岗
2021-03-24,2021-03-24,3℃,-7℃,阴~多云,东南风,微风,35,优,1,鹤岗
2021-03-25,2021-03-25,5℃,-5℃,阴~晴,东南风,2级,49,优,1,鹤岗
2021-03-26,2021-03-26,8℃,0℃,多云~雨夹雪,东南风,微风,36,优,1,鹤岗
2021-03-27,2021-03-27,10℃,-1℃,雨夹雪~多云,东北风,微风,48,优,1,鹤岗
2021-03-28,2021-03-28,5℃,1℃,小雨~中雨,东北风,3级,28,优,1,鹤岗
2021-03-29,2021-03-29,5℃,0℃,雨夹雪,东风,2级,26,优,1,鹤岗
2021-03-30,2021-03-30,8℃,-4℃,雨夹雪~多云,西北风,2级,29,优,1,鹤岗
2021-03-31,2021-03-31,13℃,-6℃,阴~晴,西北风,2级,32,优,1,鹤岗
2021-03-31,2021-03-31,3,-10,,,,,,,
2021-03-01,2021-03-01,,,,,,,,,
2021-03-01,2021-03-01,-6℃,-16℃,多云,西北风,微风,33,优,1,大庆
2021-03-02,2021-03-02,-5℃,-11℃,阴~多云,南风,3级,51,良,2,大庆
2021-03-03,2021-03-03,-1℃,-5℃,多云,南风,3级,85,良,2,大庆
2021-03-04,2021-03-04,4℃,-14℃,阴,西南风,3级,123,轻度污染,3,大庆
2021-03-05,2021-03-05,-10℃,-17℃,晴,西北风,4级,37,优,1,大庆
2021-03-06,2021-03-06,-6℃,-13℃,晴,西南风,3级,34,优,1,大庆
2021-03-07,2021-03-07,5℃,-8℃,晴,西南风,3级,33,优,1,大庆
2021-03-08,2021-03-08,8℃,-4℃,多云~晴,西南风,3级,56,良,2,大庆
2021-03-09,2021-03-09,4℃,-4℃,多云~晴,西北风,4级,87,良,2,大庆
2021-03-10,2021-03-10,7℃,-3℃,多云~晴,西南风,3级,59,良,2,大庆
2021-03-11,2021-03-11,8℃,-5℃,晴,北风,3级,48,优,1,大庆
2021-03-12,2021-03-12,9℃,-4℃,晴,西南风,2级,57,良,2,大庆
2021-03-13,2021-03-13,11℃,0℃,晴,西南风,3级,49,优,1,大庆
2021-03-14,2021-03-14,13℃,0℃,晴~雨夹雪,西南风,4级,61,良,2,大庆
2021-03-15,2021-03-15,7℃,-6℃,扬沙~多云,西南风,6级,185,中度污染,4,大庆
2021-03-16,2021-03-16,1℃,-6℃,晴~多云,西北风,4级,39,优,1,大庆
2021-03-17,2021-03-17,5℃,-5℃,多云~晴,西北风,2级,35,优,1,大庆
2021-03-18,2021-03-18,5℃,-3℃,晴,西北风,3级,40,优,1,大庆
2021-03-19,2021-03-19,8℃,-1℃,阴,东风,2级,56,良,2,大庆
2021-03-20,2021-03-20,4℃,-2℃,阴~雨夹雪,东北风,3级,55,良,2,大庆
2021-03-21,2021-03-21,5℃,-4℃,阴~多云,西北风,微风,43,优,1,大庆
2021-03-22,2021-03-22,7℃,-2℃,多云~晴,西南风,3级,33,优,1,大庆
2021-03-23,2021-03-23,13℃,-1℃,多云~晴,西北风,3级,36,优,1,大庆
2021-03-24,2021-03-24,10℃,-1℃,晴~多云,东北风,2级,45,优,1,大庆
2021-03-25,2021-03-25,9℃,-2℃,小雨~多云,东风,3级,47,优,1,大庆
2021-03-26,2021-03-26,5℃,-1℃,雾~小雨,东南风,3级,46,优,1,大庆
2021-03-27,2021-03-27,14℃,3℃,雾~晴,西南风,3级,73,良,2,大庆
2021-03-28,2021-03-28,14℃,1℃,阴~阵雨,东南风,3级,81,良,2,大庆
2021-03-29,2021-03-29,6℃,0℃,小雨~阵雨,西北风,3级,64,良,2,大庆
2021-03-30,2021-03-30,9℃,-1℃,多云,西北风,3级,27,优,1,大庆
2021-03-31,2021-03-31,13℃,-1℃,阴~晴,东北风,2级,40,优,1,大庆
2021-03-28,2021-03-28,6,-4,,,,,,,
2021-03-05,2021-03-05,,,,,,,,,
2021-03-01,2021-03-01,-9℃,-21℃,阴~多云,西北风,2级,65,良,2,绥化
2021-03-02,2021-03-02,-9℃,-14℃,多云,东南风,2级,89,良,2,绥化
2021-03-03,2021-03-03,-2℃,-6℃,阴~小雪,南风,3级,60,良,2,绥化
2021-03-04,2021-03-04,1℃,-17℃,阴~中雪,西南风,3级,121,轻度污染,3,绥化
2021-03-05,2021-03-05,-12℃,-22℃,多云~晴,西北风,4级,28,优,1,绥化
2021-03-06,2021-03-06,-8℃,-15℃,晴~多云,西南风,2级,37,优,1,绥化
2021-03-07,2021-03-07,-1℃,-8℃,晴,西南风,3级,51,良,2,绥化
2021-03-08,2021-03-08,2℃,-3℃,多云,南风,3级,106,轻度污染,3,绥化
2021-03-09,2021-03-09,2℃,-8℃,多云~晴,西北风,4级,75,良,2,绥化
2021-03-10,2021-03-10,2℃,-6℃,多云~晴,南风,3级,43,优,1,绥化
2021-03-11,2021-03-11,5℃,-5℃,晴,东北风,2级,60,良,2,绥化
2021-03-12,2021-03-12,6℃,-3℃,晴~多云,东风,微风,43,优,1,绥化
2021-03-13,2021-03-13,7℃,-1℃,晴,南风,2级,54,良,2,绥化
2021-03-14,2021-03-14,10℃,2℃,晴~小雨,南风,微风,91,良,2,绥化
2021-03-15,2021-03-15,7℃,-7℃,小雨~多云,西南风,5级,106,轻度污染,3,绥化
2021-03-16,2021-03-16,-2℃,-7℃,小雪~多云,西北风,4级,49,优,1,绥化
2021-03-17,2021-03-17,3℃,-6℃,晴,西北风,2级,37,优,1,绥化
2021-03-18,2021-03-18,5℃,-5℃,晴~多云,西北风,微风,53,良,2,绥化
2021-03-19,2021-03-19,6℃,-2℃,阴~多云,东北风,2级,56,良,2,绥化
2021-03-20,2021-03-20,3℃,-3℃,小雨~中雪,东北风,3级,34,优,1,绥化
2021-03-21,2021-03-21,3℃,-5℃,雨夹雪~晴,北风,微风,36,优,1,绥化
2021-03-22,2021-03-22,6℃,-1℃,多云,西南风,3级,54,良,2,绥化
2021-03-23,2021-03-23,12℃,-3℃,多云,西南风,3级,54,良,2,绥化
2021-03-24,2021-03-24,9℃,-1℃,多云,东南风,微风,46,优,1,绥化
2021-03-25,2021-03-25,3℃,0℃,雨夹雪~多云,东南风,微风,43,优,1,绥化
2021-03-26,2021-03-26,7℃,2℃,雾~阵雨,东南风,3级,47,优,1,绥化
2021-03-27,2021-03-27,12℃,2℃,晴~多云,西南风,3级,81,良,2,绥化
2021-03-28,2021-03-28,13℃,0℃,多云~小雨,东南风,微风,72,良,2,绥化
2021-03-29,2021-03-29,6℃,1℃,阴~小雨,西南风,3级,62,良,2,绥化
2021-03-30,2021-03-30,9℃,0℃,多云,西北风,3级,28,优,1,绥化
2021-03-31,2021-03-31,12℃,-1℃,多云~晴,东北风,2级,51,良,2,绥化
2021-03-28,2021-03-28,3,-5,,,,,,,
2021-03-05,2021-03-05,,,,,,,,,
2021-03-01,2021-03-01,-9℃,-24℃,阴~晴,东南风,微风,46,优,1,佳木斯
2021-03-02,2021-03-02,-7℃,-20℃,晴~多云,西南风,微风,91,良,2,佳木斯
2021-03-03,2021-03-03,-3℃,-13℃,小雪~中雪,南风,2级,91,良,2,佳木斯
2021-03-04,2021-03-04,2℃,-13℃,中雪,西南风,3级,71,良,2,佳木斯
2021-03-05,2021-03-05,-9℃,-22℃,小雪~晴,西北风,4级,38,优,1,佳木斯
2021-03-06,2021-03-06,-7℃,-20℃,晴~多云,西南风,3级,33,优,1,佳木斯
2021-03-07,2021-03-07,-3℃,-14℃,阴~晴,西南风,3级,41,优,1,佳木斯
2021-03-08,2021-03-08,2℃,-7℃,多云,西南风,3级,102,轻度污染,3,佳木斯
2021-03-09,2021-03-09,5℃,-9℃,阴~多云,西南风,4级,58,良,2,佳木斯
2021-03-10,2021-03-10,3℃,-10℃,晴,西南风,3级,38,优,1,佳木斯
2021-03-11,2021-03-11,6℃,-11℃,晴,西南风,微风,61,良,2,佳木斯
2021-03-12,2021-03-12,7℃,-6℃,晴,西南风,2级,60,良,2,佳木斯
2021-03-13,2021-03-13,9℃,-4℃,晴,西南风,微风,53,良,2,佳木斯
2021-03-14,2021-03-14,10℃,2℃,晴~多云,西南风,3级,55,良,2,佳木斯
2021-03-15,2021-03-15,10℃,-5℃,小雨~阵雪,西南风,3级,71,良,2,佳木斯
2021-03-16,2021-03-16,1℃,-8℃,小雪~多云,西风,3级,110,轻度污染,3,佳木斯
2021-03-17,2021-03-17,4℃,-10℃,多云~晴,西风,3级,36,优,1,佳木斯
2021-03-18,2021-03-18,7℃,-8℃,晴,西北风,2级,50,优,1,佳木斯
2021-03-19,2021-03-19,6℃,-4℃,阴~多云,西南风,1级,60,良,2,佳木斯
2021-03-20,2021-03-20,1℃,-2℃,小雨~大雪,东北风,3级,58,良,2,佳木斯
2021-03-21,2021-03-21,0℃,-6℃,大雪~小雪,北风,3级,26,优,1,佳木斯
2021-03-22,2021-03-22,5℃,-6℃,阴~晴,西风,3级,37,优,1,佳木斯
2021-03-23,2021-03-23,10℃,-7℃,阴~晴,西南风,3级,42,优,1,佳木斯
2021-03-24,2021-03-24,4℃,-4℃,阴~晴,东北风,2级,55,良,2,佳木斯
2021-03-25,2021-03-25,8℃,-3℃,阴~多云,东风,2级,67,良,2,佳木斯
2021-03-26,2021-03-26,10℃,2℃,多云~小雨,东南风,1级,58,良,2,佳木斯
2021-03-27,2021-03-27,13℃,0℃,阴~多云,西南风,3级,70,良,2,佳木斯
2021-03-28,2021-03-28,4℃,2℃,小雨~中雨,东北风,3级,35,优,1,佳木斯
2021-03-29,2021-03-29,7℃,1℃,小雨,东北风,微风,52,良,2,佳木斯
2021-03-30,2021-03-30,7℃,0℃,小雨~多云,西风,3级,30,优,1,佳木斯
2021-03-31,2021-03-31,13℃,0℃,多云~晴,西北风,2级,35,优,1,佳木斯
2021-03-27,2021-03-27,4,-7,,,,,,,
2021-03-01,2021-03-01,,,,,,,,,
2021-03-01,2021-03-01,-10℃,-19℃,阴~晴,西北风,微风,63,良,2,双鸭山
2021-03-02,2021-03-02,-10℃,-17℃,多云,西风,2级,91,良,2,双鸭山
2021-03-03,2021-03-03,-1℃,-4℃,阴~雨夹雪,南风,2级,63,良,2,双鸭山
2021-03-04,2021-03-04,5℃,-14℃,雨夹雪~中雪,西南风,3级,69,良,2,双鸭山
2021-03-05,2021-03-05,-10℃,-19℃,小雪~晴,西北风,微风,43,优,1,双鸭山
2021-03-06,2021-03-06,-8℃,-15℃,晴~多云,西风,3级,29,优,1,双鸭山
2021-03-07,2021-03-07,-3℃,-13℃,多云,西南风,3级,53,良,2,双鸭山
2021-03-08,2021-03-08,3℃,-3℃,多云,西南风,2级,94,良,2,双鸭山
2021-03-09,2021-03-09,4℃,-7℃,小雨~多云,西风,4级,63,良,2,双鸭山
2021-03-10,2021-03-10,3℃,-4℃,多云~晴,西南风,3级,29,优,1,双鸭山
2021-03-11,2021-03-11,5℃,-5℃,晴,西风,2级,48,优,1,双鸭山
2021-03-12,2021-03-12,8℃,-3℃,晴,西南风,1级,79,良,2,双鸭山
2021-03-13,2021-03-13,11℃,-2℃,多云~晴,西南风,2级,40,优,1,双鸭山
2021-03-14,2021-03-14,11℃,1℃,晴~多云,西南风,2级,54,良,2,双鸭山
2021-03-15,2021-03-15,12℃,-4℃,阴~雨夹雪,西南风,3级,69,良,2,双鸭山
2021-03-16,2021-03-16,0℃,-4℃,大雪~阵雪,西风,微风,131,轻度污染,3,双鸭山
2021-03-17,2021-03-17,3℃,-6℃,多云~晴,西风,3级,27,优,1,双鸭山
2021-03-18,2021-03-18,6℃,-4℃,晴,西北风,2级,42,优,1,双鸭山
2021-03-19,2021-03-19,4℃,-3℃,阴~多云,西北风,微风,71,良,2,双鸭山
2021-03-20,2021-03-20,3℃,-2℃,小雨~雨夹雪,东风,微风,54,良,2,双鸭山
2021-03-21,2021-03-21,1℃,-3℃,中雪~小雪,西北风,2级,32,优,1,双鸭山
2021-03-22,2021-03-22,5℃,-3℃,多云~晴,西风,微风,32,优,1,双鸭山
2021-03-23,2021-03-23,9℃,-4℃,阴~多云,西南风,3级,44,优,1,双鸭山
2021-03-24,2021-03-24,3℃,-5℃,阴~多云,东风,微风,45,优,1,双鸭山
2021-03-25,2021-03-25,10℃,-1℃,阴~晴,东南风,2级,48,优,1,双鸭山
2021-03-26,2021-03-26,9℃,3℃,阴~小雨,东南风,微风,69,良,2,双鸭山
2021-03-27,2021-03-27,13℃,0℃,阴~多云,西南风,3级,67,良,2,双鸭山
2021-03-28,2021-03-28,7℃,2℃,小雨~中雨,东南风,2级,40,优,1,双鸭山
2021-03-29,2021-03-29,6℃,2℃,小雨,西南风,2级,39,优,1,双鸭山
2021-03-30,2021-03-30,7℃,-1℃,小雨~多云,西风,3级,28,优,1,双鸭山
2021-03-31,2021-03-31,12℃,1℃,阴~晴,西北风,2级,38,优,1,双鸭山
2021-03-27,2021-03-27,4,-5,,,,,,,
2021-03-01,2021-03-01,,,,,,,,,
2021-03-01,2021-03-01,-9℃,-20℃,阴~多云,西北风,2级,42,优,1,哈尔滨
2021-03-02,2021-03-02,-5℃,-15℃,阴~多云,东南风,2级,82,良,2,哈尔滨
2021-03-03,2021-03-03,-1℃,-4℃,雨夹雪~多云,南风,3级,73,良,2,哈尔滨
2021-03-04,2021-03-04,2℃,-16℃,雨夹雪~小雪,西南风,3级,87,良,2,哈尔滨
2021-03-05,2021-03-05,-10℃,-22℃,阴~晴,西北风,微风,40,优,1,哈尔滨
2021-03-06,2021-03-06,-7℃,-16℃,晴,西南风,2级,39,优,1,哈尔滨
2021-03-07,2021-03-07,0℃,-13℃,晴,西南风,3级,52,良,2,哈尔滨
2021-03-08,2021-03-08,4℃,-7℃,晴~多云,南风,3级,96,良,2,哈尔滨
2021-03-09,2021-03-09,3℃,-9℃,晴,西风,3级,96,良,2,哈尔滨
2021-03-10,2021-03-10,4℃,-7℃,多云,南风,3级,52,良,2,哈尔滨
2021-03-11,2021-03-11,5℃,-5℃,晴,东北风,2级,82,良,2,哈尔滨
2021-03-12,2021-03-12,5℃,-4℃,晴,东北风,2级,64,良,2,哈尔滨
2021-03-13,2021-03-13,8℃,-2℃,晴,南风,2级,82,良,2,哈尔滨
2021-03-14,2021-03-14,11℃,0℃,晴~小雨,南风,3级,96,良,2,哈尔滨
2021-03-15,2021-03-15,8℃,-7℃,小雨~多云,西南风,5级,183,中度污染,4,哈尔滨
2021-03-16,2021-03-16,0℃,-7℃,多云~晴,西北风,4级,69,良,2,哈尔滨
2021-03-17,2021-03-17,4℃,-6℃,多云~晴,西北风,2级,41,优,1,哈尔滨
2021-03-18,2021-03-18,6℃,-6℃,晴~多云,西风,2级,68,良,2,哈尔滨
2021-03-19,2021-03-19,6℃,-2℃,阴~多云,东北风,微风,66,良,2,哈尔滨
2021-03-20,2021-03-20,3℃,-3℃,雨夹雪~大雪,东北风,3级,50,优,1,哈尔滨
2021-03-21,2021-03-21,4℃,-6℃,雨夹雪~晴,西北风,3级,39,优,1,哈尔滨
2021-03-22,2021-03-22,6℃,-2℃,晴~多云,西南风,3级,46,优,1,哈尔滨
